,BJD,rv,cc,mean_wv_shift
78,2455101.87234749,87752.00000000045,1054206682.720886,1.5647383860380841
79,2453034.58112911,87952.00000000055,2163407160.498523,1.5681980296076048
80,2455540.57083686,88272.00000000071,5723746465.077099,1.5739167184237028
81,2455511.7018555,87962.00000000055,2460241071.4318457,1.56842467727671
82,2455493.7956931,87712.00000000044,2309353544.8972616,1.563987316134103
83,2455523.67538827,87962.00000000055,2039504814.070458,1.5683997447719469
84,2454079.66028767,87962.00000000055,3413625486.6547995,1.5683938783002382
85,2455104.81941556,87952.00000000055,1910083968.818234,1.5683036140971016
86,2455538.71514871,87962.00000000055,2342208687.1002035,1.5683894784464567
87,2455521.61890836,87962.00000000055,1530582519.6384013,1.5684114777153653
88,2455590.53927044,87962.00000000055,2482644222.122009,1.5683689457954753
89,2454342.80120483,87952.00000000055,2604116176.7137785,1.5683461411831494
90,2454076.73938752,87962.00000000055,1904360512.3968291,1.5683982781540202
91,2453694.6281417,88272.00000000071,2644750698.0158954,1.5739417387709589
92,2454079.66028767,87962.00000000055,3413625486.6547995,1.5683938783002382
93,2453571.95045849,88872.00000000102,1651756016.4161825,1.584761391581441
94,2455537.75737448,87732.00000000044,3623902787.5464444,1.5642940959192742
95,2453718.77793735,87952.00000000055,3816554058.6785817,1.568214160571278
96,2453045.56373071,87952.00000000055,2874040212.625948,1.568200962510091
97,2454296.95779809,87952.00000000055,2032846141.4533787,1.5683564063418503
98,2453310.82469758,87952.00000000055,1624405981.538105,1.5682596205598112
99,2454710.86328695,87952.00000000055,1807713222.6351295,1.5683358760244483
100,2453310.82469758,87952.00000000055,1624405981.538105,1.5682596205598112
101,2455152.69762195,87962.00000000055,1347511332.7721322,1.568415877569147
102,2455545.77930582,87962.00000000055,5021479022.800391,1.5683880118285296
103,2455519.60660219,87962.00000000055,1441414747.8619592,1.568411477715365
104,2453312.75647892,87952.00000000055,1470567810.3809307,1.5682552212060823
105,2455113.75360864,87872.00000000051,4562289033.486008,1.5668672676193025
106,2453726.6406446,87952.00000000055,4368316818.528686,1.568211227668792
107,2455591.51977477,87962.00000000055,3549566249.875259,1.5683718790313301
108,2452941.73924339,87942.00000000055,843501114.5092261,1.568093094547336
109,2454314.85265142,87962.00000000055,1328894986.3883007,1.5685405400929622
110,2455168.64451768,87962.00000000055,1514888368.4870253,1.5683909450643836
111,2454530.52810043,87962.00000000055,794587592.9353803,1.568396811536093
112,2452990.596922,87962.00000000055,1869786877.2452521,1.5683909450643838
113,2455510.75620267,87812.00000000048,2253502756.7738547,1.5657508543654448
114,2454427.72205534,87962.00000000055,4092831953.6843295,1.5684144109512197
115,2454343.89071544,87952.00000000055,2097607195.3767617,1.5683446747319065
116,2453699.6495561,87822.00000000048,2686830333.0771985,1.5659086093291095
117,2455513.76445145,87962.00000000055,1288110787.1250386,1.5684188108050012
118,2454344.83104138,87952.00000000055,5332189335.82042,1.5683446747319065
119,2455518.58696445,88082.00000000063,1893513214.2620916,1.5705534533523693
120,2455486.62723738,87962.00000000055,1039099490.467299,1.568454009635255
121,2453045.49978743,87952.00000000055,78115453.72699189,1.568203895412577
122,2455546.7449457,87962.00000000055,3325649613.4077063,1.568389478446457
123,2453004.6530393,87432.00000000029,3176976403.8735533,1.5589348819621676
124,2455480.86188353,87952.00000000055,931793723.2110023,1.5682830837797
125,2453717.7050443,87942.00000000055,3821931180.133721,1.5680769654171895
126,2454420.725912,87952.00000000055,4275182588.8817973,1.5682361573399235
127,2455515.70886369,87962.00000000055,2421586273.5482855,1.5684217440408557
128,2453032.51930332,87952.00000000055,4074016541.900672,1.568200962510091
129,2455159.69272707,87962.00000000055,1443757803.6524606,1.5684070778615833
130,2454736.74183618,87962.00000000055,1011043466.1415386,1.5684848086117276
131,2454701.91545756,87962.00000000055,2003396417.5597572,1.5685200074419807
132,2455580.63241076,87862.00000000051,1721381101.9548461,1.5665806010212573
133,2454701.91545756,87962.00000000055,2003396417.5597572,1.5685200074419807
134,2455487.63681126,88202.00000000068,1193783228.177151,1.572733671354086
135,2455512.68190499,87792.00000000047,2744746867.327832,1.5653884893047434
136,2453036.53379394,87952.00000000055,2020417338.6510272,1.5681994960588481
137,2454347.82570307,87952.00000000055,1475093384.5653286,1.568340275378177
138,2455549.74190426,87962.00000000055,4802272276.745394,1.5683762788851117
139,2452997.56469832,87962.00000000055,1613097647.638984,1.5683850785926752
140,2454300.93498235,87952.00000000055,2585558415.176433,1.5683637385980655
141,2454487.56104579,87962.00000000055,1823996958.594066,1.568373345649257
142,2454049.71953592,87952.00000000055,2765371002.272353,1.56824935540111
143,2455579.65122465,87962.00000000055,1541768573.0420115,1.568370412413403
144,2455543.56522428,87962.00000000055,3297952306.0848126,1.5683865452106023
145,2455099.80782608,87952.00000000055,2571170014.4073577,1.5683080134508305
146,2453789.52510994,87952.00000000055,3696888803.0099444,1.5682156270225212
147,2455533.69573622,87962.00000000055,670777462.8487434,1.5683938783002382
148,2453400.59697512,87952.00000000055,703680694.8071097,1.568206828315063
149,2453696.56395498,88012.00000000058,4364650949.43423,1.569302743923121
150,2455494.69934658,88112.00000000064,1630398336.1376247,1.5711131886937943
151,2454483.55048408,87962.00000000055,1217575848.6896284,1.568370412413403
152,2452983.6342367,87952.00000000055,4199059367.7391644,1.5682200263762502
153,2455484.82056461,88142.00000000065,1092693367.4754438,1.5716685320752724
154,2455500.86898751,87952.00000000055,2120460190.9592059,1.5682640199135405
155,2455482.78542689,87812.00000000048,643131501.3804362,1.565787457307012
156,2452990.596922,87962.00000000055,1869786877.2452521,1.5683909450643838
157,2453694.6281417,88272.00000000071,2644750698.0158954,1.5739417387709589
158,2452939.76300795,87942.00000000055,984414163.3118905,1.5680960271164537
159,2455161.54285411,87962.00000000055,1239273451.2639644,1.568402678007802
160,2455488.86721769,87962.00000000055,1956225944.1988096,1.5684569428711097
161,2455517.6284586,87962.00000000055,2728753309.2160435,1.5684100110974382
162,2455141.59387951,88432.0000000008,1557445643.424886,1.5768114851194446
163,2453315.802059,87952.00000000055,766487690.0286839,1.568252288303596
164,2455167.55665257,87962.00000000055,1580967086.9062266,1.5683997447719473
165,2455593.52773761,87962.00000000055,1349379688.111475,1.5683733456492572
166,2454343.89071544,87952.00000000055,2097607195.3767617,1.5683446747319065
167,2455542.77732981,87962.00000000055,3577961143.937951,1.5683850785926745
168,2453569.94514664,87952.00000000055,2099237375.507951,1.5683666715005518
169,2454429.69915969,87962.00000000055,2488862604.8497734,1.5684085444795108
170,2453783.55821046,87952.00000000055,3137473459.7676883,1.568217093473764
171,2455159.69272707,87962.00000000055,1443757803.6524606,1.5684070778615833
172,2455489.8833636,87692.00000000042,1589460508.4367805,1.5636395743437073
173,2455135.60627238,88202.00000000068,2164043000.4052005,1.5727116120789064
174,2453721.64113173,87952.00000000055,4862934597.150127,1.568212694120035
175,2455544.57660404,87962.00000000055,3302536273.5535755,1.568386545210602
176,2454479.55443555,87962.00000000055,4000789271.8740587,1.568370412413403
177,2453693.58378344,87792.00000000047,4072077091.4553924,1.565381170383274
178,2455111.83894776,87952.00000000055,4243888489.342226,1.5682962818408868
179,2454425.70813187,87962.00000000055,3246626285.716596,1.5684114777153653
180,2453400.59697512,87952.00000000055,703680694.8071097,1.568206828315063
181,2452947.67407429,87952.00000000055,964127535.028542,1.5682625534622976
182,2455585.56509975,87962.00000000055,2259253112.749108,1.568370412413403
183,2453054.53792646,87962.00000000055,2321819167.7707148,1.5683909450643838
184,2455142.57879419,87962.00000000055,610554127.8489015,1.5684290771304918
185,2455501.79948676,87962.00000000055,1835704230.0371668,1.5684334769842736
186,2453377.58283495,87952.00000000055,2048031954.9967601,1.5681892309001468
187,2453691.58946007,87702.00000000042,2761826456.0716777,1.5637827377775009
188,2454706.88380167,87962.00000000055,619089584.0383701,1.5685126743523448
189,2455577.60184318,87962.00000000055,1963598815.4459646,1.5683689457954755
190,2454053.72337628,87952.00000000055,5084452149.264183,1.5682464224986241
191,2453003.62402881,87952.00000000055,1850828379.4837453,1.5682053618638196
192,2455157.52412292,88472.00000000081,994998803.5038062,1.5775023790938076
193,2455507.69450944,87962.00000000055,3224366747.8469095,1.5684305437484194
194,2455576.63184858,87962.00000000055,1448591299.9341946,1.5683777455030388
195,2455497.69069404,87962.00000000055,2350925453.9546695,1.5684349436022011
